time,altitude,distance,grade,heartrate,cadence,lat,long,power,velocity1,velocity
338,11,3.1271,0.6,182,77,44.391409,8.967806,166.2471123,30.6,8.5
339,11,3.1354,1.3,182,76,44.391431,8.967709,218.7706332,30.6,8.5
340,11.2,3.1436,1.2,181,76,44.391451,8.96761,206.5606524,30.24,8.4
341,11.4,3.1544,1.2,181,76,44.391469,8.967511,225.872362,31.68,8.8
342,11.4,3.1603,1.8,178,76,44.391485,8.967412,198.4300491,26.28,7.3
343,11.4,3.1685,1.3,175,76,44.391499,8.967311,209.2581189,29.88,8.3
344,11.8,3.1766,1.2,175,75,44.39151,8.96721,197.3813296,29.52,8.2
345,11.8,3.1847,0.6,175,74,44.391522,8.967113,153.9493731,29.52,8.2
346,11.8,3.1928,-1.2,175,74,44.391534,8.967019,12.61467396,27.72,7.7
347,11.6,3.2008,-1.2,175,74,44.391537,8.966921,21.28412169,29.16,8.1
348,11.4,3.2089,-1.9,173,74,44.39154,8.966822,0,29.16,8.1
349,11.4,3.2168,-1.2,172,74,44.391545,8.966723,19.00511476,28.8,8
350,11.2,3.2249,-0.6,169,73,44.39155,8.966622,61.38019598,28.8,8
351,11.2,3.2331,-0.6,169,74,44.391545,8.966521,64.18889143,29.16,8.1
352,11.2,3.2412,0.6,169,74,44.391542,8.966421,150.0052267,29.16,8.1
353,11.2,3.2493,0.6,169,75,44.391545,8.96632,150.0052267,29.16,8.1
354,11.4,3.2576,1.2,169,75,44.391554,8.966217,197.3813296,29.52,8.2
355,11.4,3.2657,1.2,174,75,44.391571,8.966114,197.3813296,29.52,8.2
356,11.6,3.2739,0.6,176,75,44.391593,8.966017,153.9493731,29.52,8.2
357,11.6,3.2822,1.2,179,75,44.39162,8.965924,197.3813296,29.52,8.2
358,11.6,3.2902,1.2,179,75,44.391653,8.965836,197.3813296,29.52,8.2
359,11.8,3.2984,2.5,178,75,44.391692,8.96575,291.4426213,29.52,8.2
360,12,3.3065,3.7,178,75,44.391735,8.965667,378.18474,29.52,8.2
361,12.4,3.3145,3.1,178,74,44.39178,8.965588,328.6762245,29.16,8.1
362,12.8,3.3224,1.3,178,73,44.391828,8.965514,195.5709724,28.8,8
363,12.8,3.3304,-1.9,178,72,44.39188,8.965444,0,28.8,8
364,12.4,3.3382,-1.9,178,72,44.391935,8.965381,0,28.8,8
365,11.8,3.3461,-1.3,180,72,44.391993,8.965324,9.827608191,28.44,7.9
366,12.2,3.354,0.6,181,72,44.392051,8.96527,142.343968,28.44,7.9
367,12.4,3.3618,2.6,181,72,44.39211,8.965223,281.7745183,28.44,7.9
368,12.6,3.3695,0.7,181,70,44.39217,8.965181,145.5110231,28.08,7.8
369,12.6,3.377,-0.7,181,70,44.392231,8.965143,49.10070512,28.08,7.8
370,12.4,3.3845,-1.3,180,69,44.392294,8.965106,5.817665984,27.72,7.7
371,12.2,3.3919,-2,180,68,44.392356,8.965072,0,27.36,7.6
372,12.2,3.3995,-1.3,180,69,44.392416,8.965034,2.096707776,27,7.5
373,12,3.4069,-1.3,180,69,44.392476,8.96499,2.096707776,27,7.5
374,12,3.4145,-2,180,69,44.392536,8.964946,0,27,7.5
375,11.8,3.4222,-1.3,180,70,44.392594,8.964899,2.096707776,27,7.5
376,11.6,3.4299,-1.3,180,71,44.392649,8.964847,3.92153188,27.36,7.6
377,11.6,3.4376,-1.3,180,71,44.392704,8.964787,3.92153188,27.36,7.6
378,11.6,3.4454,-0.6,178,71,44.392756,8.964724,53.40068963,27.72,7.7
379,11.4,3.4532,0,174,72,44.392804,8.964656,94.190327,27.72,7.7
380,11.4,3.4611,0.6,174,72,44.392849,8.964586,138.6249836,28.08,7.8
381,11.6,3.4691,2.5,174,73,44.39289,8.964509,269.4112441,28.08,7.8
382,11.8,3.477,3.8,174,73,44.392927,8.964429,365.334989,28.44,7.9
383,12.2,3.485,4.5,174,73,44.392963,8.964342,414.0267361,28.44,7.9
384,12.6,3.4928,3.8,174,73,44.392994,8.964253,365.334989,28.44,7.9
385,13,3.5005,2.6,174,71,44.393024,8.964164,281.7745183,28.44,7.9
386,13,3.5082,1.3,174,71,44.393049,8.964076,186.8230381,28.08,7.8
387,13,3.5159,-0.7,176,70,44.393067,8.963987,49.10070512,28.08,7.8
388,13,3.5234,-1.3,176,70,44.393083,8.963898,5.817665984,27.72,7.7
389,12.8,3.531,-2,176,70,44.393096,8.963806,0,27.36,7.6
390,12.6,3.5388,-2,175,69,44.393104,8.96371,0,27.72,7.7
391,12.4,3.5463,-0.7,173,70,44.393108,8.963612,44.17684068,27.36,7.6
392,12.4,3.5539,0,171,70,44.393112,8.963514,91.146496,27.36,7.6
393,12.6,3.5616,0,168,76,44.393112,8.96342,91.146496,27.36,7.6
394,12.6,3.5692,-1.3,166,78,44.393111,8.963323,3.92153188,27.36,7.6
395,12.4,3.577,-3.2,165,79,44.393102,8.963226,0,27.36,7.6
396,12,3.5848,-3.9,163,79,44.393093,8.963125,0,27.72,7.7
397,11.6,3.5925,-3.2,161,80,44.393083,8.963023,0,27.72,7.7
398,11.4,3.6003,-1.9,161,80,44.393072,8.962923,0,27.72,7.7
399,11.4,3.6083,0,161,80,44.393068,8.962824,97.306404,28.08,7.8
400,11.4,3.616,1.3,163,80,44.393064,8.962725,186.8230381,28.08,7.8
401,11.6,3.6239,1.9,163,80,44.393055,8.962626,228.1245961,28.08,7.8
402,11.8,3.6317,2.6,163,80,44.393043,8.962527,276.2905903,28.08,7.8
403,12,3.6394,3.2,163,79,44.39303,8.962429,317.5542258,28.08,7.8
404,12.2,3.6471,2.6,163,78,44.393017,8.962334,276.2905903,28.08,7.8
405,12.6,3.6547,1.3,162,78,44.393006,8.96224,182.5593119,27.72,7.7
406,12.6,3.6621,0,163,77,44.392992,8.962147,91.146496,27.36,7.6
407,12.4,3.6697,-1.3,163,77,44.392976,8.962056,3.92153188,27.36,7.6
408,12.2,3.6772,-2,163,76,44.392957,8.961966,0,27.36,7.6
409,12.2,3.6846,-1.3,163,77,44.392939,8.961877,2.096707776,27,7.5
410,12,3.6921,-0.7,163,77,44.39292,8.961788,41.82234146,27,7.5
411,12,3.6996,-1.3,161,77,44.3929,8.961696,2.096707776,27,7.5
412,12,3.7072,0,160,77,44.39288,8.961603,88.173975,27,7.5
413,11.8,3.7147,0,159,77,44.392861,8.961512,88.173975,27,7.5
414,12,3.7223,0.7,158,77,44.392843,8.961422,134.5245703,27,7.5
415,12,3.7298,2,157,78,44.392825,8.96133,220.5782593,27,7.5
416,12.2,3.7374,1.3,156,78,44.392806,8.961239,178.3678318,27.36,7.6
417,12.4,3.7452,1.3,154,78,44.392784,8.961149,178.3678318,27.36,7.6
418,12.4,3.7528,0,153,78,44.392761,8.96106,91.146496,27.36,7.6
419,12.4,3.7605,-1.3,152,78,44.392738,8.960969,3.92153188,27.36,7.6
420,12.2,3.7682,-1.3,151,79,44.392716,8.960877,5.817665984,27.72,7.7
421,12,3.7759,-1.3,150,79,44.392695,8.960784,5.817665984,27.72,7.7
422,12,3.7836,-0.6,150,80,44.392674,8.960692,53.40068963,27.72,7.7
423,12,3.7916,0,149,80,44.392652,8.960597,97.306404,28.08,7.8
424,12,3.7994,0,148,81,44.392629,8.960504,97.306404,28.08,7.8
425,12,3.8072,0.6,147,81,44.392605,8.960414,138.6249836,28.08,7.8
426,12,3.815,1.3,146,81,44.392581,8.960323,186.8230381,28.08,7.8
427,12.2,3.8228,0.6,145,80,44.392558,8.960232,138.6249836,28.08,7.8
428,12.4,3.8308,0.6,145,81,44.392535,8.960141,138.6249836,28.08,7.8
429,12.2,3.8388,0,143,81,44.392511,8.960047,100.495663,28.44,7.9
430,12.2,3.8466,-0.6,142,81,44.392487,8.95995,58.64655453,28.44,7.9
431,12.2,3.8546,0,140,81,44.392466,8.959853,100.495663,28.44,7.9
432,12.2,3.8628,0,140,81,44.392443,8.959757,103.75904,28.8,8
433,12.2,3.8707,0,140,82,44.392421,8.959662,103.75904,28.8,8
434,12.2,3.8786,0,139,82,44.392402,8.959567,103.75904,28.8,8
435,12.2,3.8868,1.2,139,83,44.39238,8.959471,188.5097109,28.8,8
436,12.2,3.8948,1.9,139,83,44.392355,8.959372,237.9315447,28.8,8
437,12.6,3.9028,2.5,139,82,44.392332,8.959277,280.2768247,28.8,8
438,12.8,3.9108,2.5,138,82,44.392308,8.959182,280.2768247,28.8,8
439,13,3.9187,1.3,138,81,44.392284,8.959086,195.5709724,28.8,8
440,13,3.9267,0.6,137,81,44.392262,8.958991,146.1370704,28.8,8
441,13,3.9347,0,136,81,44.39224,8.958896,103.75904,28.8,8
442,13,3.9424,0,136,81,44.392219,8.9588,100.495663,28.44,7.9
443,13,3.9505,0,135,81,44.392198,8.958703,100.495663,28.44,7.9
444,13,3.9584,0,135,81,44.392178,8.958609,100.495663,28.44,7.9
445,13,3.9664,0,134,82,44.392156,8.958516,100.495663,28.44,7.9
446,13,3.9744,0,134,81,44.392135,8.958423,100.495663,28.44,7.9
447,13,3.9823,0,134,81,44.392111,8.95833,103.75904,28.8,8
448,13,3.9903,0,134,82,44.392089,8.958235,103.75904,28.8,8
449,13,3.9983,-0.6,134,82,44.392068,8.958142,61.38019598,28.8,8
450,13,4.0063,-1.2,133,82,44.392046,8.958048,19.00511476,28.8,8
451,12.8,4.0143,-1.9,133,82,44.392025,8.957954,0,28.8,8
452,12.6,4.0225,-1.8,133,82,44.392004,8.957863,0,28.8,8
453,12.4,4.0306,-1.2,132,83,44.391981,8.957771,21.28412169,29.16,8.1
454,12.4,4.0388,-0.6,132,84,44.391958,8.957677,64.18889143,29.16,8.1
455,12.4,4.0472,0.6,132,85,44.391935,8.957582,153.9493731,29.52,8.2
456,12.4,4.0555,1.8,131,85,44.391911,8.95748,240.8030737,29.52,8.2
457,12.6,4.0637,1.8,131,85,44.391886,8.957381,240.8030737,29.52,8.2
458,13,4.0718,2.4,131,85,44.391859,8.957281,284.2099229,29.52,8.2
459,13,4.0802,2.4,131,84,44.391837,8.957181,289.8195386,29.88,8.3
460,13.2,4.0884,1.8,130,85,44.391821,8.957078,240.8030737,29.52,8.2
461,13.4,4.0965,2.5,130,84,44.391805,8.956974,291.4426213,29.52,8.2
462,13.6,4.1047,1.9,131,83,44.391787,8.956871,248.0387093,29.52,8.2
463,13.8,4.1125,1.9,131,82,44.391772,8.956768,242.947132,29.16,8.1
464,13.8,4.1203,1.3,131,81,44.391759,8.956673,195.5709724,28.8,8
465,14,4.1281,0.7,130,80,44.391749,8.956579,149.31829,28.44,7.9
466,14,4.1355,0.7,130,78,44.391743,8.956484,145.5110231,28.08,7.8
467,14,4.1429,0,130,77,44.391743,8.95639,91.146496,27.36,7.6
468,14,4.1503,-0.7,129,76,44.391744,8.956299,44.17684068,27.36,7.6
469,14,4.1576,-0.7,130,75,44.391746,8.956209,41.82234146,27,7.5
470,13.8,4.1647,0,130,75,44.391751,8.956122,82.439119,26.28,7.3
471,13.8,4.1719,0.7,130,74,44.391756,8.956033,127.5536984,26.28,7.3
472,14,4.1791,2.1,131,73,44.391766,8.955946,213.1354823,25.92,7.2
473,14.2,4.1862,2.8,130,73,44.391782,8.955864,257.5898505,25.92,7.2
474,14.4,4.1932,2.1,130,73,44.3918,8.955782,208.5852222,25.56,7.1
475,14.6,4.2002,2.9,130,72,44.391825,8.955701,258.6825572,25.56,7.1
476,14.6,4.2072,2.9,130,72,44.391844,8.955624,258.6825572,25.56,7.1
477,15,4.2142,1.4,130,72,44.39187,8.955546,160.862044,25.2,7
478,15.2,4.2211,1.4,130,71,44.391895,8.955466,160.862044,25.2,7
479,15,4.228,0,130,71,44.391921,8.955386,74.34826,25.2,7
480,15,4.2351,-0.7,130,71,44.391953,8.955312,31.08673536,25.2,7
481,15,4.2422,0.7,131,72,44.391985,8.955237,117.6088156,25.2,7
482,15,4.2493,0.7,130,73,44.392018,8.955161,117.6088156,25.2,7
483,15.2,4.2564,1.4,131,73,44.392051,8.955085,164.7279662,25.56,7.1
484,15.2,4.2635,1.4,131,73,44.392085,8.955007,164.7279662,25.56,7.1
485,15.4,4.2705,1.4,131,73,44.39212,8.954932,164.7279662,25.56,7.1
486,15.4,4.2775,1.4,131,72,44.392155,8.954863,164.7279662,25.56,7.1
487,15.6,4.2845,0.7,131,71,44.392189,8.954793,117.6088156,25.2,7
488,15.6,4.2912,2.9,131,71,44.392223,8.954721,253.4933309,25.2,7
489,15.6,4.298,3.7,131,70,44.392255,8.954649,297.0208517,24.84,6.9
490,16.2,4.3048,4.5,131,70,44.392286,8.954577,345.6275385,24.84,6.9
491,16.6,4.3113,4.5,131,69,44.392316,8.954506,339.1592317,24.48,6.8
492,16.8,4.3181,2.2,131,69,44.392347,8.954432,196.9520454,24.12,6.7
493,16.8,4.3249,0.7,131,70,44.392378,8.954365,108.2551788,24.12,6.7
494,16.8,4.3318,1.5,131,70,44.392405,8.954291,159.3278935,24.48,6.8
495,16.8,4.3386,2.2,131,71,44.392432,8.954215,201.3296242,24.48,6.8
496,17.2,4.3455,0.7,132,70,44.392462,8.954139,111.3089237,24.48,6.8
497,17.4,4.3523,-0.7,132,70,44.392489,8.954061,27.25890293,24.48,6.8
498,17,4.3592,-2.9,132,71,44.392514,8.95398,0,24.84,6.9
499,16.6,4.3662,-3.6,132,71,44.392539,8.953898,0,24.84,6.9
500,16.4,4.3732,-2.1,132,72,44.392559,8.953813,0,24.84,6.9
501,16.4,4.3802,-1.4,132,72,44.392575,8.953726,0,24.84,6.9
502,16.4,4.3873,0,132,72,44.392593,8.953645,74.34826,25.2,7
503,16.2,4.3945,0.7,132,74,44.39261,8.953561,120.8568345,25.56,7.1
504,16.4,4.4016,1.4,133,74,44.392623,8.953471,164.7279662,25.56,7.1
505,16.6,4.409,2.1,133,74,44.392638,8.953383,213.1354823,25.92,7.2
506,16.8,4.4161,1.4,133,74,44.392653,8.953293,168.6605184,25.92,7.2
507,16.8,4.4234,1.4,134,75,44.392665,8.953202,168.6605184,25.92,7.2
508,16.8,4.4307,1.4,134,75,44.392679,8.95311,168.6605184,25.92,7.2
509,17,4.4379,2.1,134,75,44.392693,8.953017,217.7533083,26.28,7.3
510,17.2,4.4451,2.8,134,75,44.392707,8.952928,257.5898505,25.92,7.2
511,17.4,4.4524,1.4,134,75,44.392719,8.95284,172.6606366,26.28,7.3
512,17.6,4.4597,0,134,75,44.392731,8.952752,82.439119,26.28,7.3
513,17.4,4.4671,-1.3,134,75,44.392742,8.952664,0,26.28,7.3
514,17.2,4.4746,-2.6,135,76,44.392757,8.952577,0,26.28,7.3
515,17,4.4823,-3.2,134,77,44.392774,8.952486,0,26.64,7.4
516,16.8,4.4901,-3.8,134,80,44.392794,8.952397,0,27,7.5
517,16.4,4.4982,-3.1,134,81,44.392813,8.952304,0,27.72,7.7
518,16,4.5062,-1.8,134,82,44.392836,8.952209,0,28.08,7.8
519,16,4.5144,-0.6,134,83,44.392859,8.952112,61.38019598,28.8,8
520,16.2,4.5226,0,134,84,44.392889,8.952013,107.097471,29.16,8.1
521,16.2,4.5307,-0.6,133,85,44.39293,8.951922,64.18889143,29.16,8.1
522,16,4.5391,-1.2,133,85,44.392972,8.951829,23.63911863,29.52,8.2
523,15.8,4.5474,-2.4,133,86,44.393017,8.951742,0,29.52,8.2
524,15.8,4.5556,-4.2,133,85,44.393064,8.951657,0,29.52,8.2
525,15.4,4.5639,-4.8,133,86,44.393117,8.95158,0,29.88,8.3
526,14.6,4.5723,-5.3,132,86,44.393173,8.951505,0,29.88,8.3
527,14.2,4.5808,-5.3,132,87,44.393231,8.951434,0,29.88,8.3
528,14,4.5893,-4.1,131,88,44.393291,8.951368,0,30.24,8.4
529,13.6,4.598,-3.5,131,88,44.393352,8.951301,0,30.6,8.5
530,13.2,4.6067,-4,130,90,44.393412,8.951237,0,30.96,8.6
531,13,4.6155,-3.9,130,90,44.393473,8.951166,0,30.96,8.6
532,12.6,4.6246,-3.3,130,92,44.393535,8.951089,0,31.68,8.8
533,12.2,4.6335,-4.4,129,92,44.393597,8.951015,0,31.68,8.8
534,12,4.6426,-3.8,129,88,44.393662,8.950943,0,32.04,8.9
535,11.4,4.6519,-3.3,128,85,44.393728,8.950871,0,32.4,9
536,11.2,4.6611,-3.8,128,86,44.393793,8.950796,0,32.76,9.1
537,11,4.6704,-3.3,128,86,44.393858,8.950721,0,33.12,9.2
538,10.6,4.6797,-2.7,127,86,44.393923,8.950646,0,33.12,9.2
539,10.2,4.6886,-2.2,126,0,44.393986,8.950571,0,33.12,9.2
540,10.2,4.6979,-1.1,126,0,44.39405,8.950497,0,33.12,9.2
541,10.2,4.7071,0,125,84,44.394114,8.950422,149.041472,33.12,9.2
542,10.2,4.7163,0,125,85,44.394178,8.95035,149.041472,33.12,9.2
543,10.2,4.7255,0.5,125,85,44.39424,8.950277,189.6540394,33.12,9.2
544,10.2,4.7348,0,125,85,44.394302,8.950201,149.041472,33.12,9.2
545,10.4,4.744,-1.6,124,85,44.394365,8.950125,19.09189764,33.12,9.2
546,10.2,4.7532,-3.2,123,85,44.394429,8.95005,0,33.12,9.2
547,9.6,4.7626,-4.8,121,85,44.394493,8.949977,0,33.48,9.3
548,9,4.772,-4.8,121,86,44.39456,8.949906,0,33.48,9.3
549,8.6,4.7814,-4.7,120,87,44.394628,8.949835,0,33.48,9.3
550,8.4,4.7909,-4.2,119,87,44.394698,8.949762,0,33.84,9.4
551,7.8,4.8005,-4.2,118,88,44.394763,8.949688,0,34.2,9.5
552,7.4,4.8101,-3.6,117,88,44.394825,8.949608,0,34.2,9.5
553,7,4.8197,-2.1,117,88,44.394885,8.949527,0,34.2,9.5
554,7,4.8293,-1.6,117,88,44.394947,8.949449,31.21734015,34.56,9.6
555,7,4.8387,-1.1,117,87,44.39501,8.949372,73.58665539,34.56,9.6
556,6.8,4.8481,-1.1,117,86,44.395069,8.949283,69.98124273,34.2,9.5
557,6.6,4.8574,0,117,85,44.395122,8.949195,162.240335,34.2,9.5
558,6.6,4.8664,1.1,117,85,44.39517,8.949103,243.6671756,33.48,9.3
559,7,4.8757,1.1,117,84,44.395215,8.949013,243.6671756,33.48,9.3
560,7.2,4.8843,0.6,117,82,44.395256,8.948922,193.0206805,32.76,9.1
561,7,4.893,-1.2,118,81,44.395292,8.948827,45.32705411,32.4,9
562,6.8,4.9014,-2.4,118,79,44.395329,8.948733,0,31.68,8.8
563,6.6,4.9095,-2.5,118,38,44.395366,8.948644,0,30.96,8.6
564,6.4,4.9175,-3.2,118,38,44.395393,8.948551,0,30.24,8.4
565,6.2,4.9254,-3.2,117,38,44.395414,8.948457,0,29.52,8.2
566,5.8,4.9331,-3.9,117,0,44.395429,8.948357,0,28.8,8
567,5.6,4.9408,-4.7,118,0,44.395446,8.948262,0,28.44,7.9
568,5.2,4.9482,-5.2,118,0,44.395463,8.948169,0,27.72,7.7
569,4.8,4.9549,-6.9,118,0,44.395486,8.948083,0,27,7.5
570,4.4,4.9601,-8.6,118,0,44.395509,8.948012,0,24.84,6.9
571,4,4.964,-10.1,117,0,44.395523,8.947957,0,22.32,6.2
572,3.6,4.9669,-16.1,116,0,44.39553,8.947925,0,18.72,5.2
573,3.4,4.9688,-15.1,115,0,44.395538,8.947909,0,14.76,4.1
574,3.2,4.9688,-9.9,113,0,44.395538,8.9479,0,10.08,2.8
575,3,4.9688,-3.9,112,0,44.395534,8.947901,0,3.6,1
576,2.8,4.9688,-3,101,37,44.395545,8.947766,0,0,0
577,2.8,4.9707,0,102,47,44.395558,8.947719,0.291871,0.36,0.1
578,2.8,4.9761,1,105,54,44.395575,8.947664,3.528404199,1.08,0.3
579,3,4.9822,1.7,108,60,44.395592,8.9476,10.79063008,2.16,0.6
580,3,4.9885,1.6,110,64,44.395605,8.947528,13.71784848,2.88,0.8
581,3.2,4.9949,1.5,112,66,44.395617,8.947451,13.01181805,2.88,0.8
582,3.2,5.0017,2.2,114,69,44.395635,8.947375,17.95319814,2.88,0.8
583,3.4,5.0088,1.4,116,71,44.395656,8.947298,142.499123,23.4,6.5
584,3.6,5.0159,2.1,117,73,44.395675,8.947213,191.0411221,24.12,6.7
585,3.6,5.0232,1.4,118,74,44.395694,8.947126,157.0618158,24.84,6.9
586,3.8,5.0305,1.4,119,75,44.395716,8.947039,164.7279662,25.56,7.1
587,3.8,5.0378,1.4,119,76,44.395738,8.946951,168.6605184,25.92,7.2
588,4,5.0452,0,119,75,44.395759,8.946864,82.439119,26.28,7.3
589,4,5.0527,-0.7,119,76,44.395779,8.946773,39.53821624,26.64,7.4
590,3.8,5.0603,-2,118,76,44.395802,8.946686,0,26.64,7.4
591,3.6,5.0677,-1.3,118,76,44.395827,8.946598,0.342257673,26.64,7.4
592,3.4,5.0751,-0.7,118,76,44.395851,8.946509,41.82234146,27,7.5
593,3.6,5.0825,0,118,76,44.395876,8.946421,88.173975,27,7.5
594,3.6,5.0899,0,117,76,44.395902,8.946339,85.271828,26.64,7.4
595,3.6,5.0973,-1.4,117,76,44.395929,8.946255,0,26.64,7.4
596,3.4,5.1047,-1.4,117,76,44.395953,8.946173,0,26.64,7.4
597,3.2,5.112,-1.2,117,76,44.395975,8.946086,6.874447153,26.64,7.4
598,3.2,5.1192,-0.7,117,76,44.395998,8.946002,37.32352902,26.28,7.3
599,3.2,5.1299,0,117,76,44.396019,8.945918,103.75904,28.8,8
600,3.2,5.1332,0,118,0,44.396038,8.945835,0,25.92,7.2
601,3.2,5.1399,0,118,0,44.396056,8.945754,0,25.2,7
602,3.2,5.1465,-0.8,118,0,44.396074,8.945678,0,24.84,6.9
603,3.2,5.1529,-0.7,118,0,44.396093,8.945602,0,24.12,6.7
604,3,5.1595,-0.7,118,69,44.396111,8.945527,13.08473795,21.24,5.9
605,3,5.1666,-0.7,118,71,44.396131,8.945446,25.44118771,24.12,6.7
606,3,5.1736,0,118,73,44.396151,8.94536,66.848647,24.12,6.7
607,3,5.181,0,119,74,44.39617,8.945267,71.783943,24.84,6.9
608,3,5.1888,0.7,119,78,44.396187,8.945174,124.1714835,25.92,7.2
609,3,5.1965,1.3,119,79,44.396207,8.945083,170.1978655,26.64,7.4
610,3.2,5.2042,1.3,120,80,44.396228,8.944989,174.2476616,27,7.5
611,3.4,5.2121,1.3,120,81,44.396248,8.944893,182.5593119,27.72,7.7
612,3.4,5.2202,1.3,120,82,44.396269,8.944801,186.8230381,28.08,7.8
613,3.4,5.228,1.3,121,82,44.396294,8.944708,186.8230381,28.08,7.8
614,3.6,5.2358,1.3,121,81,44.396316,8.944612,191.1599463,28.44,7.9
615,3.8,5.2433,1.3,122,80,44.396333,8.944515,186.8230381,28.08,7.8
616,3.8,5.2509,0.7,122,79,44.396352,8.944424,145.5110231,28.08,7.8
617,3.8,5.2584,0,123,78,44.396368,8.944332,91.146496,27.36,7.6
618,3.8,5.2657,0,123,76,44.396385,8.944241,88.173975,27,7.5
619,3.8,5.273,0.7,123,76,44.396406,8.944152,131.0044153,26.64,7.4
620,3.8,5.2803,1.4,124,76,44.39643,8.944067,176.7292568,26.64,7.4
621,4,5.2877,3.4,124,78,44.396463,8.943989,307.2691098,26.64,7.4
622,4.2,5.2951,4.8,124,78,44.396512,8.943939,391.427783,26.28,7.3
623,4.8,5.3024,4.9,124,77,44.396569,8.943915,397.8492812,26.28,7.3
624,5.2,5.3095,4.3,124,75,44.396632,8.94392,359.3065247,26.28,7.3
625,5.4,5.3163,2.2,125,73,44.396707,8.943969,219.4875193,25.92,7.2
626,5.4,5.3233,0.7,125,72,44.396772,8.944003,120.8568345,25.56,7.1
627,5.4,5.3303,-0.7,125,72,44.39683,8.944028,31.08673536,25.2,7
628,5.4,5.3372,-0.7,126,72,44.396889,8.94405,31.08673536,25.2,7
629,5.2,5.3441,-0.7,126,72,44.396944,8.944076,29.14044015,24.84,6.9
630,5.2,5.3509,-0.7,126,71,44.397003,8.944106,29.14044015,24.84,6.9
631,5.2,5.3577,0,127,71,44.397063,8.944133,71.783943,24.84,6.9
632,5.2,5.3647,0.7,127,71,44.397122,8.944159,114.4264907,24.84,6.9
633,5.2,5.3717,0.7,128,72,44.39718,8.944185,114.4264907,24.84,6.9
634,5.4,5.3788,1.4,128,74,44.397241,8.944212,157.0618158,24.84,6.9
635,5.4,5.386,1.4,128,75,44.397304,8.944237,160.862044,25.2,7
636,5.6,5.3933,0,128,76,44.397368,8.944265,76.978271,25.56,7.1
637,5.6,5.4007,0,128,76,44.397433,8.944295,79.674912,25.92,7.2
638,5.4,5.4083,-0.7,129,78,44.3975,8.944327,37.32352902,26.28,7.3
639,5.4,5.4158,-0.7,129,78,44.397569,8.944356,39.53821624,26.64,7.4
640,5.4,5.4234,0,130,79,44.397637,8.944379,88.173975,27,7.5
641,5.4,5.4309,0,130,79,44.397704,8.944405,88.173975,27,7.5
642,5.4,5.4384,-0.7,130,78,44.397771,8.944431,41.82234146,27,7.5
643,5.4,5.4458,-0.7,130,78,44.397837,8.94446,41.82234146,27,7.5
644,5.2,5.4534,-0.7,131,78,44.397902,8.944493,41.82234146,27,7.5
645,5.2,5.4608,-0.7,132,78,44.397967,8.944525,41.82234146,27,7.5
646,5.2,5.4682,0,132,77,44.39803,8.944556,88.173975,27,7.5
647,5.2,5.4758,-0.7,132,78,44.398092,8.944588,41.82234146,27,7.5
648,5.2,5.4833,-0.7,133,78,44.398153,8.944623,41.82234146,27,7.5
649,5,5.4909,0,133,78,44.398216,8.944657,88.173975,27,7.5
650,5,5.4983,0,133,78,44.39828,8.944688,88.173975,27,7.5
651,5.2,5.5058,0.7,133,78,44.398345,8.944716,134.5245703,27,7.5
652,5.2,5.5132,0.7,133,77,44.398407,8.944745,134.5245703,27,7.5
653,5.2,5.5206,0,134,77,44.398467,8.944776,88.173975,27,7.5
654,5.2,5.5281,0.7,133,77,44.398528,8.944806,131.0044153,26.64,7.4
655,5.2,5.5354,0.7,134,77,44.398589,8.944837,131.0044153,26.64,7.4
656,5.4,5.5427,1.4,134,76,44.398653,8.944868,176.7292568,26.64,7.4
657,5.4,5.55,1.4,134,76,44.398716,8.944897,176.7292568,26.64,7.4
658,5.6,5.5573,0.7,134,76,44.398778,8.944929,127.5536984,26.28,7.3
659,5.6,5.5647,1.4,134,76,44.39884,8.944959,172.6606366,26.28,7.3
660,5.6,5.5719,0.7,134,76,44.398907,8.944987,127.5536984,26.28,7.3
661,5.8,5.5792,1.4,134,76,44.398971,8.945014,172.6606366,26.28,7.3
662,5.8,5.5865,1.4,135,75,44.399036,8.945042,172.6606366,26.28,7.3
663,6,5.5936,0,135,74,44.399097,8.945071,82.439119,26.28,7.3
664,6,5.6009,-0.7,135,75,44.399157,8.945103,35.1773438,25.92,7.2
665,5.8,5.6081,-1.4,135,75,44.39922,8.945133,0,25.92,7.2
666,5.6,5.6153,-1.4,135,75,44.399284,8.94516,0,25.92,7.2
667,5.6,5.6226,-1.4,135,75,44.399348,8.945188,0,25.92,7.2
668,5.6,5.63,-0.7,135,75,44.399414,8.945217,37.32352902,26.28,7.3
669,5.4,5.6372,0,136,76,44.399482,8.945245,82.439119,26.28,7.3
670,5.4,5.6446,0,136,76,44.399548,8.945275,82.439119,26.28,7.3
671,5.6,5.652,0.7,136,77,44.399612,8.945306,127.5536984,26.28,7.3
672,5.6,5.6594,1.3,136,77,44.399677,8.945336,170.1978655,26.64,7.4
673,5.6,5.6669,0.7,136,77,44.399745,8.945361,131.0044153,26.64,7.4
674,5.8,5.6745,0.7,136,77,44.399811,8.945387,134.5245703,27,7.5
675,5.8,5.6818,0.7,136,77,44.399881,8.945412,131.0044153,26.64,7.4
676,5.8,5.6892,0,136,77,44.399948,8.94544,85.271828,26.64,7.4
677,5.8,5.6967,0.7,136,77,44.400013,8.945466,134.5245703,27,7.5
678,5.8,5.7042,0.7,136,78,44.400077,8.945495,134.5245703,27,7.5
